Gene_ID;Gene;Entity1_type;Gene_ID.1;Gene.1;Entity2_type;LADME
PA30932;MRAS;GENE;PA24928;ARAF;GENE;
PA30932;MRAS;GENE;PA25408;BRAF;GENE;
PA30932;MRAS;GENE;PA30592;MAP3K1;GENE;
PA30932;MRAS;GENE;PA34183;RAF1;GENE;
PA30932;MRAS;GENE;PA7360;EGFR;GENE;
PA27844;ERBB2;GENE;PA29988;JAK1;GENE;
PA27844;ERBB2;GENE;PA33308;PIK3CA;GENE;
PA27844;ERBB2;GENE;PA33309;PIK3CB;GENE;
PA27844;ERBB2;GENE;PA33310;PIK3CD;GENE;
PA27844;ERBB2;GENE;PA33311;PIK3CG;GENE;
PA27844;ERBB2;GENE;PA33312;PIK3R1;GENE;
PA27844;ERBB2;GENE;PA33313;PIK3R2;GENE;
PA27844;ERBB2;GENE;PA33314;PIK3R3;GENE;
PA27844;ERBB2;GENE;PA33392;PLCG1;GENE;
PA27844;ERBB2;GENE;PA33393;PLCG2;GENE;
PA116;ABCC2;GENE;PA378;NR1I2;GENE;
PA172;GNAI1;GENE;PA134971947;P2RY12;GENE;
PA172;GNAI1;GENE;PA164741137;ADCY3;GENE;
PA172;GNAI1;GENE;PA192;HTR1A;GENE;
PA172;GNAI1;GENE;PA24560;ADCY1;GENE;
PA172;GNAI1;GENE;PA24561;ADCY2;GENE;
PA172;GNAI1;GENE;PA24562;ADCY4;GENE;
PA172;GNAI1;GENE;PA24563;ADCY5;GENE;
PA172;GNAI1;GENE;PA27;ADCY6;GENE;
PA172;GNAI1;GENE;PA28;ADCY7;GENE;
PA172;GNAI1;GENE;PA29;ADCY8;GENE;
PA172;GNAI1;GENE;PA29549;HTR1B;GENE;
PA172;GNAI1;GENE;PA29550;HTR1D;GENE;
PA172;GNAI1;GENE;PA29552;HTR1E;GENE;
PA172;GNAI1;GENE;PA29553;HTR1F;GENE;
PA172;GNAI1;GENE;PA30;ADCY9;GENE;
PA172;GNAI1;GENE;PA34361;RGS1;GENE;
PA172;GNAI1;GENE;PA39;ADRB2;GENE;
PA24563;ADCY5;GENE;PA172;GNAI1;GENE;
PA24563;ADCY5;GENE;PA173;GNAI3;GENE;
PA24563;ADCY5;GENE;PA175;GNAS;GENE;
PA24563;ADCY5;GENE;PA24347;GNAI2;GENE;
PA31781;NRL;GENE;PA283;MAPK8;GENE;
PA31781;NRL;GENE;PA30621;MAPK14;GENE;
PA24421;ACACA;GENE;PA33744;PRKAA1;GENE;
PA24421;ACACA;GENE;PA33745;PRKAA2;GENE;
PA24421;ACACA;GENE;PA33746;PRKAB1;GENE;
PA24421;ACACA;GENE;PA33747;PRKAB2;GENE;
PA24421;ACACA;GENE;PA33751;PRKAG1;GENE;
PA24421;ACACA;GENE;PA33752;PRKAG2;GENE;
PA24421;ACACA;GENE;PA33753;PRKAG3;GENE;
PA28777;GNB1L;GENE;PA33384;PLCB1;GENE;
PA28777;GNB1L;GENE;PA33385;PLCB2;GENE;
PA28777;GNB1L;GENE;PA33386;PLCB3;GENE;
PA28777;GNB1L;GENE;PA33387;PLCB4;GENE;
PA55;APOE;GENE;PA164742099;MTTP;GENE;
PA397;ABCC4;GENE;PA31712;NPM1;GENE;
PA24887;APOA4;GENE;PA273;PLTP;GENE;
PA378;NR1I2;GENE;PA116;ABCC2;GENE;
PA378;NR1I2;GENE;PA123;CYP2B6;GENE;
PA378;NR1I2;GENE;PA125;CYP2C8;GENE;
PA378;NR1I2;GENE;PA130;CYP3A4;GENE;
PA378;NR1I2;GENE;PA244;ABCC1;GENE;
PA378;NR1I2;GENE;PA267;ABCB1;GENE;
PA378;NR1I2;GENE;PA390;ABCG2;GENE;
PA287;PTGER2;GENE;PA175;GNAS;GENE;
PA53;APOC3;GENE;PA164742099;MTTP;GENE;
PA33558;PPARGC1A;GENE;PA37935;SIRT1;GENE;
PA30128;KIT;GENE;PA29391;HOXB4;GENE;
PA30128;KIT;GENE;PA29444;HRAS;GENE;
PA30128;KIT;GENE;PA30196;KRAS;GENE;
PA30128;KIT;GENE;PA31768;NRAS;GENE;
PA30128;KIT;GENE;PA33147;PDGFRA;GENE;
PA29349;HNF4A;GENE;PA24684;AKT1;GENE;
PA33386;PLCB3;GENE;PA134864200;GNB4;GENE;
PA33386;PLCB3;GENE;PA174;GNAQ;GENE;
PA33386;PLCB3;GENE;PA176;GNB3;GENE;
PA33386;PLCB3;GENE;PA26097;CASR;GENE;
PA33386;PLCB3;GENE;PA28776;GNB1;GENE;
PA33386;PLCB3;GENE;PA28777;GNB1L;GENE;
PA33386;PLCB3;GENE;PA28778;GNB2;GENE;
PA33386;PLCB3;GENE;PA28784;GNG2;GENE;
PA33386;PLCB3;GENE;PA28785;GNG3;GENE;
PA33386;PLCB3;GENE;PA28786;GNG4;GENE;
PA33386;PLCB3;GENE;PA28787;GNG5;GENE;
PA33386;PLCB3;GENE;PA28789;GNG7;GENE;
PA33386;PLCB3;GENE;PA33759;PRKCA;GENE;
PA33386;PLCB3;GENE;PA33761;PRKCB;GENE;
PA33386;PLCB3;GENE;PA33766;PRKCG;GENE;
PA33386;PLCB3;GENE;PA33767;PRKCH;GENE;
PA33386;PLCB3;GENE;PA33768;PRKCI;GENE;
PA33386;PLCB3;GENE;PA33771;PRKD1;GENE;
PA33386;PLCB3;GENE;PA33775;PRKCZ;GENE;
PA33386;PLCB3;GENE;PA39;ADRB2;GENE;
PA35041;COL1A1;GENE;PA179;GP1BB;GENE;
PA35041;COL1A1;GENE;PA204;ITGA2;GENE;
PA35041;COL1A1;GENE;PA26212;CD36;GENE;
PA35041;COL1A1;GENE;PA28823;GP5;GENE;
PA35041;COL1A1;GENE;PA28824;GP6;GENE;
PA35041;COL1A1;GENE;PA28825;GP9;GENE;
PA390;ABCG2;GENE;PA378;NR1I2;GENE;
PA24994;ARNT;GENE;PA28442;FXYD2;GENE;
PA33311;PIK3CG;GENE;PA24684;AKT1;GENE;
PA33311;PIK3CG;GENE;PA27844;ERBB2;GENE;
PA33311;PIK3CG;GENE;PA27846;ERBB3;GENE;
PA33311;PIK3CG;GENE;PA27847;ERBB4;GENE;
PA33311;PIK3CG;GENE;PA28180;FLT1;GENE;
PA33311;PIK3CG;GENE;PA28183;FLT4;GENE;
PA33311;PIK3CG;GENE;PA30086;KDR;GENE;
PA33311;PIK3CG;GENE;PA7360;EGFR;GENE;
PA34090;PYY;GENE;PA258;NPY1R;GENE;
PA34090;PYY;GENE;PA31741;NPY2R;GENE;
PA34322;RELB;GENE;PA33678;PPP3CA;GENE;
PA34322;RELB;GENE;PA33679;PPP3CB;GENE;
PA34322;RELB;GENE;PA33680;PPP3CC;GENE;
PA34322;RELB;GENE;PA33681;PPP3R1;GENE;
PA34322;RELB;GENE;PA33682;PPP3R2;GENE;
PA36186;STAT5B;GENE;PA134992438;CAMK1D;GENE;
PA36186;STAT5B;GENE;PA24684;AKT1;GENE;
PA36186;STAT5B;GENE;PA24685;AKT2;GENE;
PA36186;STAT5B;GENE;PA24686;AKT3;GENE;
PA36186;STAT5B;GENE;PA248;NFKB1;GENE;
PA36186;STAT5B;GENE;PA26048;CAMK1;GENE;
PA36186;STAT5B;GENE;PA26049;CAMK1G;GENE;
PA36186;STAT5B;GENE;PA27749;ELK1;GENE;
PA36186;STAT5B;GENE;PA28212;FOS;GENE;
PA36186;STAT5B;GENE;PA283;MAPK8;GENE;
PA36186;STAT5B;GENE;PA296;RELA;GENE;
PA36186;STAT5B;GENE;PA29988;JAK1;GENE;
PA36186;STAT5B;GENE;PA30006;JUN;GENE;
PA36186;STAT5B;GENE;PA30616;MAPK1;GENE;
PA36186;STAT5B;GENE;PA30622;MAPK3;GENE;
PA36186;STAT5B;GENE;PA31353;MYC;GENE;
PA36186;STAT5B;GENE;PA31600;NFKB2;GENE;
PA36186;STAT5B;GENE;PA337;STAT3;GENE;
PA36186;STAT5B;GENE;PA33759;PRKCA;GENE;
PA36186;STAT5B;GENE;PA33761;PRKCB;GENE;
PA36186;STAT5B;GENE;PA33766;PRKCG;GENE;
PA36186;STAT5B;GENE;PA338;STAT5A;GENE;
PA36186;STAT5B;GENE;PA36042;SP1;GENE;
PA36186;STAT5B;GENE;PA36183;STAT1;GENE;
PA36186;STAT5B;GENE;PA36184;STAT2;GENE;
PA36186;STAT5B;GENE;PA36185;STAT4;GENE;
PA36186;STAT5B;GENE;PA90;CAMK2A;GENE;
PA36186;STAT5B;GENE;PA91;CAMK2B;GENE;
PA36186;STAT5B;GENE;PA92;CAMK2D;GENE;
PA36186;STAT5B;GENE;PA93;CAMK2G;GENE;
PA33942;PTEN;GENE;PA33312;PIK3R1;GENE;
PA30603;MAP3K7;GENE;PA30588;MAP2K3;GENE;
PA30603;MAP3K7;GENE;PA30591;MAP2K6;GENE;
PA26946;CSK;GENE;PA30086;KDR;GENE;
PA26946;CSK;GENE;PA34183;RAF1;GENE;
PA31564;NEUROD1;GENE;PA24684;AKT1;GENE;
PA24684;AKT1;GENE;PA134890823;PIK3R5;GENE;
PA24684;AKT1;GENE;PA134963361;MAFA;GENE;
PA24684;AKT1;GENE;PA162391083;HNF1B;GENE;
PA24684;AKT1;GENE;PA162399173;PDX1;GENE;
PA24684;AKT1;GENE;PA248;NFKB1;GENE;
PA24684;AKT1;GENE;PA25236;BAD;GENE;
PA24684;AKT1;GENE;PA254;NOS3;GENE;
PA24684;AKT1;GENE;PA27749;ELK1;GENE;
PA24684;AKT1;GENE;PA28212;FOS;GENE;
PA24684;AKT1;GENE;PA29349;HNF4A;GENE;
PA24684;AKT1;GENE;PA296;RELA;GENE;
PA24684;AKT1;GENE;PA29932;ISL1;GENE;
PA24684;AKT1;GENE;PA30006;JUN;GENE;
PA24684;AKT1;GENE;PA31353;MYC;GENE;
PA24684;AKT1;GENE;PA31564;NEUROD1;GENE;
PA24684;AKT1;GENE;PA31600;NFKB2;GENE;
PA24684;AKT1;GENE;PA33154;PDK1;GENE;
PA24684;AKT1;GENE;PA33304;PIK3C2A;GENE;
PA24684;AKT1;GENE;PA33305;PIK3C2B;GENE;
PA24684;AKT1;GENE;PA33308;PIK3CA;GENE;
PA24684;AKT1;GENE;PA33309;PIK3CB;GENE;
PA24684;AKT1;GENE;PA33310;PIK3CD;GENE;
PA24684;AKT1;GENE;PA33311;PIK3CG;GENE;
PA24684;AKT1;GENE;PA33312;PIK3R1;GENE;
PA24684;AKT1;GENE;PA33313;PIK3R2;GENE;
PA24684;AKT1;GENE;PA33314;PIK3R3;GENE;
PA24684;AKT1;GENE;PA337;STAT3;GENE;
PA24684;AKT1;GENE;PA338;STAT5A;GENE;
PA24684;AKT1;GENE;PA36042;SP1;GENE;
PA24684;AKT1;GENE;PA36183;STAT1;GENE;
PA24684;AKT1;GENE;PA36184;STAT2;GENE;
PA24684;AKT1;GENE;PA36185;STAT4;GENE;
PA24684;AKT1;GENE;PA36186;STAT5B;GENE;
PA24684;AKT1;GENE;PA36380;HNF1A;GENE;
PA33723;PRDX2;GENE;PA37091;TXN;GENE;
PA164742099;MTTP;GENE;PA24888;APOA5;GENE;
PA164742099;MTTP;GENE;PA50;APOB;GENE;
PA164742099;MTTP;GENE;PA51;APOC1;GENE;
PA164742099;MTTP;GENE;PA52;APOC2;GENE;
PA164742099;MTTP;GENE;PA53;APOC3;GENE;
PA164742099;MTTP;GENE;PA55;APOE;GENE;
PA95;CCNB1;GENE;PA110;CHEK1;GENE;
PA95;CCNB1;GENE;PA26087;CASP3;GENE;
PA95;CCNB1;GENE;PA404;CHEK2;GENE;
PA30618;MAPK11;GENE;PA284;MAP2K7;GENE;
PA30618;MAPK11;GENE;PA30584;MAP2K1;GENE;
PA30618;MAPK11;GENE;PA30587;MAP2K2;GENE;
PA30618;MAPK11;GENE;PA30588;MAP2K3;GENE;
PA30618;MAPK11;GENE;PA30589;MAP2K4;GENE;
PA30618;MAPK11;GENE;PA30590;MAP2K5;GENE;
PA30618;MAPK11;GENE;PA30591;MAP2K6;GENE;
PA198;IL6;GENE;PA142672077;CRISPLD2;GENE;
PA27331;CYB5R3;GENE;PA27068;CYB5A;GENE;
PA28;ADCY7;GENE;PA172;GNAI1;GENE;
PA28;ADCY7;GENE;PA173;GNAI3;GENE;
PA28;ADCY7;GENE;PA175;GNAS;GENE;
PA28;ADCY7;GENE;PA24347;GNAI2;GENE;
PA25236;BAD;GENE;PA24684;AKT1;GENE;
PA36679;TP53;GENE;PA30718;MDM2;GENE;
PA33748;PRKACA;GENE;PA26008;CACNA1B;GENE;
PA33748;PRKACA;GENE;PA30616;MAPK1;GENE;
PA33748;PRKACA;GENE;PA33639;PPP1R1B;GENE;
PA33748;PRKACA;GENE;PA59;ARRB1;GENE;
PA33748;PRKACA;GENE;PA60;ARRB2;GENE;
PA33748;PRKACA;GENE;PA83;CACNA1C;GENE;
PA33748;PRKACA;GENE;PA84;CACNA1D;GENE;
PA33748;PRKACA;GENE;PA85;CACNA1S;GENE;
PA40;GRK2;GENE;PA30616;MAPK1;GENE;
PA40;GRK2;GENE;PA320;SLC12A1;GENE;
PA40;GRK2;GENE;PA39;ADRB2;GENE;
PA40;GRK2;GENE;PA62;ATP1A1;GENE;
PA26310;CDK5;GENE;PA33639;PPP1R1B;GENE;
PA30086;KDR;GENE;PA26946;CSK;GENE;
PA30086;KDR;GENE;PA29444;HRAS;GENE;
PA30086;KDR;GENE;PA30196;KRAS;GENE;
PA30086;KDR;GENE;PA31768;NRAS;GENE;
PA30086;KDR;GENE;PA31783;NRP1;GENE;
PA30086;KDR;GENE;PA33304;PIK3C2A;GENE;
PA30086;KDR;GENE;PA33305;PIK3C2B;GENE;
PA30086;KDR;GENE;PA33308;PIK3CA;GENE;
PA30086;KDR;GENE;PA33309;PIK3CB;GENE;
PA30086;KDR;GENE;PA33310;PIK3CD;GENE;
PA30086;KDR;GENE;PA33311;PIK3CG;GENE;
PA30086;KDR;GENE;PA33312;PIK3R1;GENE;
PA30086;KDR;GENE;PA33313;PIK3R2;GENE;
PA30086;KDR;GENE;PA33314;PIK3R3;GENE;
PA30086;KDR;GENE;PA33392;PLCG1;GENE;
PA30086;KDR;GENE;PA33393;PLCG2;GENE;
PA30086;KDR;GENE;PA36528;TIMP3;GENE;
PA30086;KDR;GENE;PA37302;VEGFA;GENE;
PA30086;KDR;GENE;PA37303;VEGFB;GENE;
PA30086;KDR;GENE;PA37304;VEGFC;GENE;
PA36185;STAT4;GENE;PA134992438;CAMK1D;GENE;
PA36185;STAT4;GENE;PA24684;AKT1;GENE;
PA36185;STAT4;GENE;PA24685;AKT2;GENE;
PA36185;STAT4;GENE;PA24686;AKT3;GENE;
PA36185;STAT4;GENE;PA248;NFKB1;GENE;
PA36185;STAT4;GENE;PA26048;CAMK1;GENE;
PA36185;STAT4;GENE;PA26049;CAMK1G;GENE;
PA36185;STAT4;GENE;PA27749;ELK1;GENE;
PA36185;STAT4;GENE;PA28212;FOS;GENE;
PA36185;STAT4;GENE;PA283;MAPK8;GENE;
PA36185;STAT4;GENE;PA296;RELA;GENE;
PA36185;STAT4;GENE;PA29988;JAK1;GENE;
PA36185;STAT4;GENE;PA30006;JUN;GENE;
PA36185;STAT4;GENE;PA30616;MAPK1;GENE;
PA36185;STAT4;GENE;PA30622;MAPK3;GENE;
PA36185;STAT4;GENE;PA31353;MYC;GENE;
PA36185;STAT4;GENE;PA31600;NFKB2;GENE;
PA36185;STAT4;GENE;PA337;STAT3;GENE;
PA36185;STAT4;GENE;PA33759;PRKCA;GENE;
PA36185;STAT4;GENE;PA33761;PRKCB;GENE;
PA36185;STAT4;GENE;PA33766;PRKCG;GENE;
PA36185;STAT4;GENE;PA338;STAT5A;GENE;
PA36185;STAT4;GENE;PA36042;SP1;GENE;
PA36185;STAT4;GENE;PA36183;STAT1;GENE;
PA36185;STAT4;GENE;PA36184;STAT2;GENE;
PA36185;STAT4;GENE;PA36186;STAT5B;GENE;
PA36185;STAT4;GENE;PA90;CAMK2A;GENE;
PA36185;STAT4;GENE;PA91;CAMK2B;GENE;
PA36185;STAT4;GENE;PA92;CAMK2D;GENE;
PA36185;STAT4;GENE;PA93;CAMK2G;GENE;
PA33681;PPP3R1;GENE;PA248;NFKB1;GENE;
PA33681;PPP3R1;GENE;PA296;RELA;GENE;
PA33681;PPP3R1;GENE;PA31582;NFATC1;GENE;
PA33681;PPP3R1;GENE;PA31583;NFATC2;GENE;
PA33681;PPP3R1;GENE;PA31584;NFATC4;GENE;
PA33681;PPP3R1;GENE;PA31600;NFKB2;GENE;
PA33681;PPP3R1;GENE;PA34321;REL;GENE;
PA33681;PPP3R1;GENE;PA34322;RELB;GENE;
PA267;ABCB1;GENE;PA378;NR1I2;GENE;
PA30861;MLYCD;GENE;PA33744;PRKAA1;GENE;
PA30861;MLYCD;GENE;PA33745;PRKAA2;GENE;
PA30861;MLYCD;GENE;PA33746;PRKAB1;GENE;
PA30861;MLYCD;GENE;PA33747;PRKAB2;GENE;
PA30861;MLYCD;GENE;PA33751;PRKAG1;GENE;
PA30861;MLYCD;GENE;PA33752;PRKAG2;GENE;
PA30861;MLYCD;GENE;PA33753;PRKAG3;GENE;
PA31;ADD1;GENE;PA62;ATP1A1;GENE;
PA26049;CAMK1G;GENE;PA248;NFKB1;GENE;
PA26049;CAMK1G;GENE;PA27749;ELK1;GENE;
PA26049;CAMK1G;GENE;PA28212;FOS;GENE;
PA26049;CAMK1G;GENE;PA296;RELA;GENE;
PA26049;CAMK1G;GENE;PA30006;JUN;GENE;
PA26049;CAMK1G;GENE;PA31353;MYC;GENE;
PA26049;CAMK1G;GENE;PA31600;NFKB2;GENE;
PA26049;CAMK1G;GENE;PA337;STAT3;GENE;
PA26049;CAMK1G;GENE;PA338;STAT5A;GENE;
PA26049;CAMK1G;GENE;PA36042;SP1;GENE;
PA26049;CAMK1G;GENE;PA36183;STAT1;GENE;
PA26049;CAMK1G;GENE;PA36184;STAT2;GENE;
PA26049;CAMK1G;GENE;PA36185;STAT4;GENE;
PA26049;CAMK1G;GENE;PA36186;STAT5B;GENE;
PA248;NFKB1;GENE;PA134992438;CAMK1D;GENE;
PA248;NFKB1;GENE;PA24684;AKT1;GENE;
PA248;NFKB1;GENE;PA24685;AKT2;GENE;
PA248;NFKB1;GENE;PA24686;AKT3;GENE;
PA248;NFKB1;GENE;PA26048;CAMK1;GENE;
PA248;NFKB1;GENE;PA26049;CAMK1G;GENE;
PA248;NFKB1;GENE;PA283;MAPK8;GENE;
PA248;NFKB1;GENE;PA30616;MAPK1;GENE;
PA248;NFKB1;GENE;PA30622;MAPK3;GENE;
PA248;NFKB1;GENE;PA33678;PPP3CA;GENE;
PA248;NFKB1;GENE;PA33679;PPP3CB;GENE;
PA248;NFKB1;GENE;PA33680;PPP3CC;GENE;
PA248;NFKB1;GENE;PA33681;PPP3R1;GENE;
PA248;NFKB1;GENE;PA33682;PPP3R2;GENE;
PA248;NFKB1;GENE;PA337;STAT3;GENE;
PA248;NFKB1;GENE;PA33759;PRKCA;GENE;
PA248;NFKB1;GENE;PA33761;PRKCB;GENE;
PA248;NFKB1;GENE;PA33766;PRKCG;GENE;
PA248;NFKB1;GENE;PA338;STAT5A;GENE;
PA248;NFKB1;GENE;PA36183;STAT1;GENE;
PA248;NFKB1;GENE;PA36184;STAT2;GENE;
PA248;NFKB1;GENE;PA36185;STAT4;GENE;
PA248;NFKB1;GENE;PA36186;STAT5B;GENE;
PA248;NFKB1;GENE;PA90;CAMK2A;GENE;
PA248;NFKB1;GENE;PA91;CAMK2B;GENE;
PA248;NFKB1;GENE;PA92;CAMK2D;GENE;
PA248;NFKB1;GENE;PA93;CAMK2G;GENE;
PA192;HTR1A;GENE;PA172;GNAI1;GENE;
PA192;HTR1A;GENE;PA173;GNAI3;GENE;
PA192;HTR1A;GENE;PA24347;GNAI2;GENE;
PA320;SLC12A1;GENE;PA134973207;OXSR1;GENE;
PA320;SLC12A1;GENE;PA40;GRK2;GENE;
PA33751;PRKAG1;GENE;PA134983031;GPAM;GENE;
PA33751;PRKAG1;GENE;PA142672073;CRTC2;GENE;
PA33751;PRKAG1;GENE;PA189;HMGCR;GENE;
PA33751;PRKAG1;GENE;PA24421;ACACA;GENE;
PA33751;PRKAG1;GENE;PA24422;ACACB;GENE;
PA33751;PRKAG1;GENE;PA30861;MLYCD;GENE;
PA33751;PRKAG1;GENE;PA335;SREBF1;GENE;
PA33751;PRKAG1;GENE;PA35879;SLC2A4;GENE;
PA33751;PRKAG1;GENE;PA36198;STK11;GENE;
PA33751;PRKAG1;GENE;PA37353;MLXIPL;GENE;
PA33751;PRKAG1;GENE;PA37935;SIRT1;GENE;
PA33751;PRKAG1;GENE;PA61;ATM;GENE;
PA33385;PLCB2;GENE;PA134864200;GNB4;GENE;
PA33385;PLCB2;GENE;PA174;GNAQ;GENE;
PA33385;PLCB2;GENE;PA176;GNB3;GENE;
PA33385;PLCB2;GENE;PA26097;CASR;GENE;
PA33385;PLCB2;GENE;PA28776;GNB1;GENE;
PA33385;PLCB2;GENE;PA28777;GNB1L;GENE;
PA33385;PLCB2;GENE;PA28778;GNB2;GENE;
PA33385;PLCB2;GENE;PA28784;GNG2;GENE;
PA33385;PLCB2;GENE;PA28785;GNG3;GENE;
PA33385;PLCB2;GENE;PA28786;GNG4;GENE;
PA33385;PLCB2;GENE;PA28787;GNG5;GENE;
PA33385;PLCB2;GENE;PA28789;GNG7;GENE;
PA33385;PLCB2;GENE;PA33759;PRKCA;GENE;
PA33385;PLCB2;GENE;PA33761;PRKCB;GENE;
PA33385;PLCB2;GENE;PA33766;PRKCG;GENE;
PA33385;PLCB2;GENE;PA33767;PRKCH;GENE;
PA33385;PLCB2;GENE;PA33768;PRKCI;GENE;
PA33385;PLCB2;GENE;PA33771;PRKD1;GENE;
PA33385;PLCB2;GENE;PA33775;PRKCZ;GENE;
PA33385;PLCB2;GENE;PA39;ADRB2;GENE;
PA34321;REL;GENE;PA33678;PPP3CA;GENE;
PA34321;REL;GENE;PA33679;PPP3CB;GENE;
PA34321;REL;GENE;PA33680;PPP3CC;GENE;
PA34321;REL;GENE;PA33681;PPP3R1;GENE;
PA34321;REL;GENE;PA33682;PPP3R2;GENE;
PA28442;FXYD2;GENE;PA24994;ARNT;GENE;
PA91;CAMK2B;GENE;PA248;NFKB1;GENE;
PA91;CAMK2B;GENE;PA27749;ELK1;GENE;
PA91;CAMK2B;GENE;PA28212;FOS;GENE;
PA91;CAMK2B;GENE;PA296;RELA;GENE;
PA91;CAMK2B;GENE;PA30006;JUN;GENE;
PA91;CAMK2B;GENE;PA31353;MYC;GENE;
PA91;CAMK2B;GENE;PA31600;NFKB2;GENE;
PA91;CAMK2B;GENE;PA337;STAT3;GENE;
PA91;CAMK2B;GENE;PA338;STAT5A;GENE;
PA91;CAMK2B;GENE;PA36042;SP1;GENE;
PA91;CAMK2B;GENE;PA36183;STAT1;GENE;
PA91;CAMK2B;GENE;PA36184;STAT2;GENE;
PA91;CAMK2B;GENE;PA36185;STAT4;GENE;
PA91;CAMK2B;GENE;PA36186;STAT5B;GENE;
PA194;HTR2C;GENE;PA174;GNAQ;GENE;
PA33394;PLCL1;GENE;PA26097;CASR;GENE;
PA33394;PLCL1;GENE;PA33759;PRKCA;GENE;
PA33394;PLCL1;GENE;PA33761;PRKCB;GENE;
PA33394;PLCL1;GENE;PA33766;PRKCG;GENE;
PA33394;PLCL1;GENE;PA33767;PRKCH;GENE;
PA33394;PLCL1;GENE;PA33768;PRKCI;GENE;
PA33394;PLCL1;GENE;PA33771;PRKD1;GENE;
PA33394;PLCL1;GENE;PA33775;PRKCZ;GENE;
PA134914471;PLCH2;GENE;PA26097;CASR;GENE;
PA134914471;PLCH2;GENE;PA33759;PRKCA;GENE;
PA134914471;PLCH2;GENE;PA33761;PRKCB;GENE;
PA134914471;PLCH2;GENE;PA33766;PRKCG;GENE;
PA134914471;PLCH2;GENE;PA33767;PRKCH;GENE;
PA134914471;PLCH2;GENE;PA33768;PRKCI;GENE;
PA134914471;PLCH2;GENE;PA33771;PRKD1;GENE;
PA134914471;PLCH2;GENE;PA33775;PRKCZ;GENE;
PA74;ATR;GENE;PA110;CHEK1;GENE;
PA74;ATR;GENE;PA404;CHEK2;GENE;
PA134971076;SHC2;GENE;PA30592;MAP3K1;GENE;
PA134971076;SHC2;GENE;PA34183;RAF1;GENE;
PA134971076;SHC2;GENE;PA7360;EGFR;GENE;
PA33771;PRKD1;GENE;PA128394595;PLCH1;GENE;
PA33771;PRKD1;GENE;PA134875646;PLCZ1;GENE;
PA33771;PRKD1;GENE;PA134914471;PLCH2;GENE;
PA33771;PRKD1;GENE;PA33384;PLCB1;GENE;
PA33771;PRKD1;GENE;PA33385;PLCB2;GENE;
PA33771;PRKD1;GENE;PA33386;PLCB3;GENE;
PA33771;PRKD1;GENE;PA33387;PLCB4;GENE;
PA33771;PRKD1;GENE;PA33388;PLCD1;GENE;
PA33771;PRKD1;GENE;PA33389;PLCD3;GENE;
PA33771;PRKD1;GENE;PA33390;PLCD4;GENE;
PA33771;PRKD1;GENE;PA33391;PLCE1;GENE;
PA33771;PRKD1;GENE;PA33392;PLCG1;GENE;
PA33771;PRKD1;GENE;PA33393;PLCG2;GENE;
PA33771;PRKD1;GENE;PA33394;PLCL1;GENE;
PA33771;PRKD1;GENE;PA33395;PLCL2;GENE;
PA28214;FOSL1;GENE;PA283;MAPK8;GENE;
PA28214;FOSL1;GENE;PA30621;MAPK14;GENE;
PA35931;SLC9A3R1;GENE;PA27745;ELF2;GENE;
PA26554;CLCNKB;GENE;PA134911659;BSND;GENE;
PA33388;PLCD1;GENE;PA26097;CASR;GENE;
PA33388;PLCD1;GENE;PA33759;PRKCA;GENE;
PA33388;PLCD1;GENE;PA33761;PRKCB;GENE;
PA33388;PLCD1;GENE;PA33766;PRKCG;GENE;
PA33388;PLCD1;GENE;PA33767;PRKCH;GENE;
PA33388;PLCD1;GENE;PA33768;PRKCI;GENE;
PA33388;PLCD1;GENE;PA33771;PRKD1;GENE;
PA33388;PLCD1;GENE;PA33775;PRKCZ;GENE;
PA162399173;PDX1;GENE;PA24684;AKT1;GENE;
PA33775;PRKCZ;GENE;PA128394595;PLCH1;GENE;
PA33775;PRKCZ;GENE;PA134875646;PLCZ1;GENE;
PA33775;PRKCZ;GENE;PA134914471;PLCH2;GENE;
PA33775;PRKCZ;GENE;PA33384;PLCB1;GENE;
PA33775;PRKCZ;GENE;PA33385;PLCB2;GENE;
PA33775;PRKCZ;GENE;PA33386;PLCB3;GENE;
PA33775;PRKCZ;GENE;PA33387;PLCB4;GENE;
PA33775;PRKCZ;GENE;PA33388;PLCD1;GENE;
PA33775;PRKCZ;GENE;PA33389;PLCD3;GENE;
PA33775;PRKCZ;GENE;PA33390;PLCD4;GENE;
PA33775;PRKCZ;GENE;PA33391;PLCE1;GENE;
PA33775;PRKCZ;GENE;PA33392;PLCG1;GENE;
PA33775;PRKCZ;GENE;PA33393;PLCG2;GENE;
PA33775;PRKCZ;GENE;PA33394;PLCL1;GENE;
PA33775;PRKCZ;GENE;PA33395;PLCL2;GENE;
PA33775;PRKCZ;GENE;PA34183;RAF1;GENE;
PA33775;PRKCZ;GENE;PA39;ADRB2;GENE;
PA31534;NEDD4L;GENE;PA162403013;SGK1;GENE;
PA31534;NEDD4L;GENE;PA305;SCNN1A;GENE;
PA31534;NEDD4L;GENE;PA306;SCNN1B;GENE;
PA31534;NEDD4L;GENE;PA307;SCNN1G;GENE;
PA31534;NEDD4L;GENE;PA321;SLC12A3;GENE;
PA31534;NEDD4L;GENE;PA62;ATP1A1;GENE;
PA33390;PLCD4;GENE;PA26097;CASR;GENE;
PA33390;PLCD4;GENE;PA33759;PRKCA;GENE;
PA33390;PLCD4;GENE;PA33761;PRKCB;GENE;
